gene_family,aryal_gene,aryal_product,current_product,aryal_module_bin,current_module_bin,aryal_consensus_rank_pct_mean,current_candidate_set,current_best_rank,current_consensus_rank_pct_mean,current_fox_status,layer_fox,layer_proteomics_detected,layer_proteomics_directional,three_layer_model_fox_proteomics_directional,hgt_passenger_flag,frac_assemblies_proximal,fisher_p_vs_background,exact_product_match
GF_01822,fabI,enoyl-ACP reductase FabI,aspartate carbamoyltransferase catalytic subunit,Other / unassigned,Other / unassigned,0.4966094264684187,Model-Supported,233.0,0.5127591706539075,Novel/uncertain candidate,False,False,False,False,False,0.0154,0.97114,False
GF_01906,atpD,F0F1 ATP synthase subunit beta,precorrin-6Y C5%2C15-methyltransferase subunit CbiT,Housekeeping / lineage marker,Other / unassigned,0.880654027944093,Highly Pure,,,Novel/uncertain candidate,False,False,False,False,False,0.0151,0.99825,False
GF_01662,,protochlorophyllide reductase,FAD-dependent hydroxylase,Other / unassigned,Other / unassigned,0.4686057273348132,Highly Pure,,,Novel/uncertain candidate,False,False,False,False,False,0.0145,0.97101,False
GF_00985,fba,fructose-bisphosphate aldolase class II,5'/3'-nucleotidase SurE,Carbon metabolism & NAD(P)H supply,Other / unassigned,0.2960697152544678,Highly Pure,,,Novel/uncertain candidate,False,False,False,False,False,0.0144,0.99966,False
GF_00225,,NAD(P)H-quinone oxidoreductase subunit 3,MlaE family lipid ABC transporter permease subunit,Other / unassigned,Transport,0.4529639580243971,Highly Pure,,,Novel/uncertain candidate,False,False,False,False,False,0.014,0.99487,False
GF_01499,,TldD/PmbA family protein,peptide ligase PGM1-related protein,Other / unassigned,Other / unassigned,0.6540263489031436,Highly Pure,,,Novel/uncertain candidate,False,False,False,False,False,0.0139,0.98598,False
GF_00746,petD,cytochrome b6-f complex subunit IV,S-methyl-5-thioribose-1-phosphate isomerase,Respiration & bioenergetics,Other / unassigned,0.7808928233658263,Highly Pure,,,Novel/uncertain candidate,False,False,False,False,False,0.0137,0.99903,False
GF_02145,rpsE,30S ribosomal protein S5,indolepyruvate ferredoxin oxidoreductase subunit alpha,Housekeeping / lineage marker,O2 protection & redox homeostasis,0.6269919783779088,Model-Supported,11.0,0.7954545454545454,FOX-consistent support function (plausible rediscovery),True,False,False,False,False,0.0137,0.98596,False
GF_00856,,ferredoxin:protochlorophyllide reductase (ATP-dependent) subunit N,ArsJ-associated glyceraldehyde-3-phosphate dehydrogenase,O2 protection & redox homeostasis,Other / unassigned,0.7561857559221189,Model-Supported,6.0,0.9533492822966508,FOX-consistent support function (plausible rediscovery),True,False,False,False,False,0.0136,0.99903,False
GF_01759,ispF,"2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase",hypothetical protein,Other / unassigned,Stress / membrane / uncharacterized,0.5318841995809348,Highly Pure,,,Novel/uncertain candidate,False,False,False,False,False,0.0135,0.99729,False
GF_01006,,P-II family nitrogen regulator,cation-translocating P-type ATPase,Regulation,Other / unassigned,0.2719888692464303,Highly Pure,,,Novel/uncertain candidate,False,False,False,False,False,0.0135,0.99981,False
GF_00207,,response regulator transcription factor,DUF1517 domain-containing protein,Regulation,Stress / membrane / uncharacterized,0.0439885416697772,Highly Pure,,,Novel/uncertain candidate,False,False,False,False,False,0.0134,0.99999,False
GF_01596,,ferredoxin,hydantoinase B/oxoprolinase family protein,O2 protection & redox homeostasis,Other / unassigned,0.6025809474363151,Highly Pure,,,Novel/uncertain candidate,False,False,False,False,False,0.0123,0.99988,False
GF_01672,fabI,enoyl-ACP reductase FabI,beta-carotene ketolase CrtO,Other / unassigned,Other / unassigned,0.7878426427156217,Model-Supported,36.0,0.3680223285486443,Novel/uncertain candidate,False,False,False,False,False,0.0123,0.9858,False
GF_00366,rpmH,50S ribosomal protein L34,phasin family protein,Housekeeping / lineage marker,Other / unassigned,0.2178470572242923,Highly Pure,,,Novel/uncertain candidate,False,False,False,False,False,0.0122,0.98579,False
GF_00658,rplV,50S ribosomal protein L22,ATP-dependent protease ATP-binding subunit ClpX,Housekeeping / lineage marker,Other / unassigned,0.7225591879028628,Model-Supported,115.0,0.6088516746411483,Novel/uncertain candidate,False,True,False,False,False,0.0121,0.99971,False
GF_00386,urtD,urea ABC transporter ATP-binding protein UrtD,30S ribosomal protein S8,Transport,Housekeeping / lineage marker,0.4795194649783337,Model-Supported,127.0,0.4130781499202551,Housekeeping marker (not a transplant candidate),False,True,True,False,False,0.012,0.98577,False
GF_02152,,phosphoglucomutase/phosphomannomutase family protein,elongation factor P,Other / unassigned,Other / unassigned,0.4118927859363878,Model-Supported,45.0,0.7623604465709728,Novel/uncertain candidate,False,False,False,False,False,0.012,0.98577,False
GF_00992,psbF,cytochrome b559 subunit beta,response regulator transcription factor,Housekeeping / lineage marker,Regulation,0.6243214547130054,Highly Pure,,,Novel/uncertain candidate,False,False,False,False,False,0.0119,0.99971,False
GF_00368,ntcA,global nitrogen regulator NtcA,LysR family transcriptional regulator,Regulation,Regulation,0.645062318310731,Highly Pure,,,Novel/uncertain candidate,False,False,False,False,False,0.0117,0.99984,False
GF_00661,,DUF1825 family protein,ABC transporter permease,Stress / membrane / uncharacterized,Transport,0.6472318858144263,Model-Supported,30.0,0.80103668261563,Novel/uncertain candidate,False,False,False,False,False,0.0114,0.99855,False
GF_00748,zds,"9,9'-di-cis-zeta-carotene desaturase",arsenosugar biosynthesis arsenite methyltransferase ArsM,Other / unassigned,Other / unassigned,0.2411014555283632,Highly Pure,,,Novel/uncertain candidate,False,False,False,False,False,0.0114,0.9931,False
GF_02181,rpsJ,30S ribosomal protein S10,DNA-formamidopyrimidine glycosylase,Housekeeping / lineage marker,Other / unassigned,0.0420328226545005,Highly Pure,,,Novel/uncertain candidate,False,False,False,False,False,0.0113,1.0,False
GF_00808,remA,extracellular matrix/biofilm regulator RemA,GH116 family glycosyl hydrolase,Regulation,Other / unassigned,0.7043825968196478,Highly Pure,,,Novel/uncertain candidate,False,False,False,False,False,0.0106,0.99924,False
GF_01758,atpE,ATP synthase F0 subunit C,sigma-70 family RNA polymerase sigma factor,Housekeeping / lineage marker,Housekeeping / lineage marker,0.4162707962671335,Highly Pure,,,Housekeeping marker (not a transplant candidate),False,False,False,False,False,0.0106,0.99924,False
GF_01020,,50S ribosomal protein L16,replication restart DNA helicase PriA,Housekeeping / lineage marker,Housekeeping / lineage marker,0.1883997645405877,Highly Pure,,,Housekeeping marker (not a transplant candidate),False,False,False,False,False,0.0106,0.99991,False
GF_00659,,YifB family Mg chelatase-like AAA ATPase,DUF4912 domain-containing protein,Other / unassigned,Stress / membrane / uncharacterized,0.2444207885776344,Model-Supported,87.0,0.3931419457735247,Novel/uncertain candidate,False,False,False,False,False,0.0105,0.99303,False
GF_00657,,amino acid ABC transporter ATP-binding protein,aspartate-semialdehyde dehydrogenase,Transport,Other / unassigned,0.5684099165745179,Highly Pure,,,FOX-consistent support function (plausible rediscovery),True,False,False,False,False,0.0103,0.99302,False
GF_00741,,NUDIX hydrolase,3-isopropylmalate dehydrogenase,Other / unassigned,Other / unassigned,0.6129509003955264,Model-Supported,95.0,0.4665071770334928,FOX-consistent support function (plausible rediscovery),True,True,False,False,False,0.0101,0.993,False
GF_00704,,GNAT family N-acetyltransferase,class II glutamine amidotransferase,Other / unassigned,Other / unassigned,0.5795020912239447,Highly Pure,,,Novel/uncertain candidate,False,False,False,False,False,0.0098,0.99661,False
GF_00571,arsB,ACR3 family arsenite efflux transporter,peroxiredoxin family protein,Transport,O2 protection & redox homeostasis,0.4739874777192652,Highly Pure,,,FOX-consistent support function (plausible rediscovery),True,False,False,False,False,0.0096,0.9966,False
GF_01028,psbE,cytochrome b559 subunit alpha,acetate--CoA ligase,Housekeeping / lineage marker,Other / unassigned,0.3541767996603264,Model-Supported,289.0,0.414274322169059,Novel/uncertain candidate,False,False,False,False,False,0.0092,0.99658,False
GF_00663,rplX,50S ribosomal protein L24,RNA polymerase sigma factor%2C RpoD/SigA family,Housekeeping / lineage marker,Housekeeping / lineage marker,0.736670371224822,Highly Pure,,,Housekeeping marker (not a transplant candidate),False,False,False,False,False,0.0092,0.99658,False
GF_00239,,DUF4327 family protein,3-methyl-2-oxobutanoate hydroxymethyltransferase,Stress / membrane / uncharacterized,Other / unassigned,0.5644156981523553,Highly Pure,,,Novel/uncertain candidate,False,False,False,False,False,0.009,0.99657,False
GF_00206,tkt,transketolase,solanesyl diphosphate synthase,Other / unassigned,Other / unassigned,0.5353746920023568,Highly Pure,,,Novel/uncertain candidate,False,False,False,False,False,0.0087,0.99656,False
GF_00930,,ABC transporter ATP-binding protein,photosystem I assembly protein Ycf3,Transport,Housekeeping / lineage marker,0.8347221057269311,Highly Pure,,,Housekeeping marker (not a transplant candidate),False,False,False,False,False,0.0087,0.99656,False
GF_00619,,LysR family transcriptional regulator,Rrf2 family transcriptional regulator,Regulation,Regulation,0.5258609491888455,Model-Supported,363.0,0.2647527910685805,Novel/uncertain candidate,False,False,False,False,False,0.0085,0.99994,False
GF_00376,pds,15-cis-phytoene desaturase,preprotein translocase subunit SecA,Other / unassigned,Other / unassigned,0.5233277131207178,Highly Pure,,,Novel/uncertain candidate,False,False,False,False,False,0.0079,0.99832,False
GF_00588,secG,preprotein translocase subunit SecG,signal recognition particle protein,Other / unassigned,Other / unassigned,0.3747293685217203,Model-Supported,170.0,0.5861244019138756,Novel/uncertain candidate,False,True,True,False,False,0.0076,0.99918,False
GF_02111,prfA,peptide chain release factor 1,methylenetetrahydrofolate reductase,Other / unassigned,Other / unassigned,0.6708411734202541,Highly Pure,,,Novel/uncertain candidate,False,True,False,False,False,0.0075,0.99918,False
GF_00863,rplN,50S ribosomal protein L14,response regulator transcription factor,Housekeeping / lineage marker,Regulation,0.3730609925363754,Highly Pure,,,Novel/uncertain candidate,False,False,False,False,False,0.0069,0.99999,False
GF_00694,rplE,50S ribosomal protein L5,SDR family oxidoreductase,Housekeeping / lineage marker,Other / unassigned,0.2915137574294065,Highly Pure,,,Novel/uncertain candidate,False,False,False,False,False,0.0068,0.99999,False
GF_00390,,S-(hydroxymethyl)glutathione dehydrogenase/class III alcohol dehydrogenase,50S ribosomal protein L24,Other / unassigned,Housekeeping / lineage marker,0.5159215600723899,Model-Supported,46.0,0.3779904306220095,Housekeeping marker (not a transplant candidate),False,True,False,False,False,0.0061,0.9998,False
GF_00112,,radical SAM protein,lactoylglutathione lyase,Other / unassigned,Other / unassigned,0.6210428142200971,Model-Supported,145.0,0.527511961722488,Novel/uncertain candidate,False,False,False,False,False,0.006,0.9998,False
GF_00979,glyA,serine hydroxymethyltransferase,cation:proton antiporter,Other / unassigned,Other / unassigned,0.4704445314497001,Highly Pure,,,Novel/uncertain candidate,False,False,False,False,False,0.0057,0.9998,False
GF_00915,,ABC-F family ATP-binding cassette domain-containing protein,S8 family peptidase,Other / unassigned,Stress / membrane / uncharacterized,0.4264032731701196,Highly Pure,,,Novel/uncertain candidate,False,False,False,False,False,0.0057,0.9998,False
GF_00360,rpsK,30S ribosomal protein S11,inorganic diphosphatase,Housekeeping / lineage marker,Other / unassigned,0.0426209567148008,Model-Supported,362.0,0.2986443381180223,Novel/uncertain candidate,False,True,True,False,False,0.0045,1.0,False
GF_02162,rpmJ,50S ribosomal protein L36,M16 family metallopeptidase,Housekeeping / lineage marker,Stress / membrane / uncharacterized,0.363710586010994,Highly Pure,,,Novel/uncertain candidate,False,False,False,False,False,0.0032,1.0,False
GF_01609,,hypothetical protein,chlorophyll a/b-binding protein,Stress / membrane / uncharacterized,Other / unassigned,0.40772549402166,Highly Pure,,,Novel/uncertain candidate,False,False,False,False,False,0.0,1.0,False
GF_00208,,NAD(P)/FAD-dependent oxidoreductase,30S ribosome-binding factor RbfA,Other / unassigned,Housekeeping / lineage marker,0.4593054199690096,Model-Supported,76.0,0.3831738437001595,Housekeeping marker (not a transplant candidate),False,False,False,False,False,0.0,1.0,False
GF_00176,rplM,50S ribosomal protein L13,glutathione-disulfide reductase,Housekeeping / lineage marker,Other / unassigned,0.5395587736031057,Highly Pure,,,Novel/uncertain candidate,False,False,False,False,False,0.0,1.0,False
GF_00202,,DUF3593 domain-containing protein,2'-O-glycosyltransferase CruG,Stress / membrane / uncharacterized,Other / unassigned,0.1803169157628719,Highly Pure,,,Novel/uncertain candidate,False,False,False,False,False,0.0,1.0,False
GF_00970,,photosystem I reaction center subunit IV,redox-regulated ATPase YchF,Housekeeping / lineage marker,O2 protection & redox homeostasis,0.4924484743333832,Model-Supported,374.0,0.2141148325358851,Novel/uncertain candidate,False,False,False,False,False,0.0,1.0,False
GF_00099,,type II toxin-antitoxin system HicB family antitoxin,lipid-A-disaccharide synthase,Other / unassigned,Other / unassigned,0.6891516925593809,Highly Pure,,,Novel/uncertain candidate,False,True,True,False,False,0.0,1.0,False
GF_00185,fbp,class 1 fructose-bisphosphatase,5-(carboxyamino)imidazole ribonucleotide mutase,Other / unassigned,Other / unassigned,0.5779214470249266,Model-Supported,215.0,0.3516746411483253,Novel/uncertain candidate,False,False,False,False,False,0.0,1.0,False
GF_01867,,ABA4-like family protein,HEAT repeat domain-containing protein,Other / unassigned,Other / unassigned,0.3816671113973355,Highly Pure,,,Novel/uncertain candidate,False,False,False,False,False,0.0,1.0,False
GF_01670,rpsE,30S ribosomal protein S5,R3H domain-containing nucleic acid-binding protein,Housekeeping / lineage marker,Other / unassigned,0.5272551099158577,Highly Pure,,,Novel/uncertain candidate,False,False,False,False,False,0.0,1.0,False
GF_01668,clpS,ATP-dependent Clp protease adapter ClpS,2Fe-2S iron-sulfur cluster-binding protein,Other / unassigned,Metallocluster & Fe-S biogenesis,0.601135568279539,Highly Pure,,,FOX-consistent support function (plausible rediscovery),True,False,False,False,False,0.0,1.0,False
GF_00216,,carbon-nitrogen hydrolase family protein,Crp/Fnr family transcriptional regulator,Other / unassigned,Regulation,0.3293628973816312,Highly Pure,,,Novel/uncertain candidate,False,False,False,False,False,0.0,1.0,False
GF_00824,,NIL domain-containing protein,hormogonium polysaccharide biosynthesis glycosyltransferase HpsO,Other / unassigned,Other / unassigned,0.5102901268947356,Highly Pure,,,Novel/uncertain candidate,False,False,False,False,False,0.0,1.0,False
GF_00969,aspA,aspartate ammonia-lyase,phosphoribulokinase,Other / unassigned,Other / unassigned,0.6544249324056237,Model-Supported,53.0,0.465311004784689,Novel/uncertain candidate,False,False,False,False,False,0.0,1.0,False
GF_00829,,NUDIX hydrolase,GspE/PulE family protein,Other / unassigned,Other / unassigned,0.6615670959972709,Highly Pure,,,Novel/uncertain candidate,False,False,False,False,False,0.0,1.0,False
GF_00859,zwf,glucose-6-phosphate dehydrogenase,response regulator transcription factor,Other / unassigned,Regulation,0.4580616129866074,Highly Pure,,,Novel/uncertain candidate,False,False,False,False,False,0.0,1.0,False
GF_01649,,phosphomannose isomerase type II C-terminal cupin domain,hypothetical protein,Other / unassigned,Stress / membrane / uncharacterized,0.5648880877740253,Highly Pure,,,Novel/uncertain candidate,False,False,False,False,False,0.0,1.0,False
GF_00691,kdpB,potassium-transporting ATPase subunit KdpB,30S ribosomal protein S20,Transport,Housekeeping / lineage marker,0.6154378600818324,Highly Pure,,,Housekeeping marker (not a transplant candidate),False,True,True,False,False,0.0,1.0,False
GF_00644,ndhK,photosynthetic/respiratory NAD(P)H-quinone oxidoreductase subunit K,leucine--tRNA ligase,Respiration & bioenergetics,Housekeeping / lineage marker,0.4183265487480856,Highly Pure,,,Housekeeping marker (not a transplant candidate),False,False,False,False,False,0.0,1.0,False
GF_00910,,hypothetical protein,acyl-CoA desaturase,Stress / membrane / uncharacterized,Other / unassigned,0.3283984471202701,Highly Pure,,,Novel/uncertain candidate,False,False,False,False,False,0.0,1.0,False
GF_02113,rpsH,30S ribosomal protein S8,cytochrome b6-f complex iron-sulfur subunit,Housekeeping / lineage marker,Metallocluster & Fe-S biogenesis,0.3353395357414177,Model-Supported,69.0,0.3389154704944178,FOX-consistent support function (plausible rediscovery),True,False,False,False,False,0.0,1.0,False
GF_01823,,creatininase family protein,cysteine hydrolase family protein,Other / unassigned,Other / unassigned,0.2460063763628154,Model-Supported,76.0,0.5167464114832536,Novel/uncertain candidate,False,False,False,False,False,0.0,1.0,False
GF_00584,,iron-sulfur cluster assembly accessory protein,formate-dependent phosphoribosylglycinamide formyltransferase,Metallocluster & Fe-S biogenesis,Other / unassigned,0.2617722094970969,Highly Pure,,,Novel/uncertain candidate,False,False,False,False,False,0.0,1.0,False
GF_01503,ilvN,acetolactate synthase small subunit,Ni/Fe hydrogenase subunit alpha,Other / unassigned,Other / unassigned,0.3639930709440737,Highly Pure,,,Novel/uncertain candidate,False,False,False,False,False,0.0,1.0,False
GF_00558,rpmE,50S ribosomal protein L31,ABC-F family ATP-binding cassette domain-containing protein,Housekeeping / lineage marker,Other / unassigned,0.6154556826999682,Highly Pure,,,Novel/uncertain candidate,False,False,False,False,False,0.0,1.0,False
GF_00945,,amino acid ABC transporter ATP-binding protein,ChaB family protein,Transport,Other / unassigned,0.3925123405006731,Highly Pure,,,Novel/uncertain candidate,False,False,False,False,False,0.0,1.0,False
GF_00330,,rod shape-determining protein,3-deoxy-7-phosphoheptulonate synthase,Other / unassigned,Other / unassigned,0.7120510231842242,Model-Supported,23.0,0.8720095693779905,Novel/uncertain candidate,False,True,True,False,False,0.0,1.0,False
GF_00957,hpnJ,hopanoid biosynthesis associated radical SAM protein HpnJ,50S ribosomal protein L31,Other / unassigned,Housekeeping / lineage marker,0.4074847433673739,Model-Supported,27.0,0.8237639553429027,Housekeeping marker (not a transplant candidate),False,True,False,False,False,0.0,1.0,False
GF_00406,rpsQ,30S ribosomal protein S17,nucleoside-diphosphate kinase,Housekeeping / lineage marker,Other / unassigned,0.3862550514444879,Model-Supported,5.0,0.7779106858054227,Novel/uncertain candidate,False,True,True,False,False,0.0,1.0,False
