gene_family,n_members,n_genomes,n_diazotroph,n_non_diazo,n_genera,frac_diazotroph
GF_01814,46,46,7,39,6,0.15217391304347827
GF_01815,56,56,10,46,13,0.17857142857142858
GF_01816,175,175,85,90,50,0.4857142857142857
GF_01817,75,75,69,6,21,0.92
GF_01818,72,72,21,51,20,0.2916666666666667
GF_01819,106,106,80,26,33,0.7547169811320755
GF_01820,61,61,60,1,16,0.9836065573770492
GF_01821,47,47,47,0,11,1.0
GF_01822,53,53,42,11,23,0.7924528301886793
GF_01823,69,69,60,9,22,0.8695652173913043
GF_01824,67,67,63,4,20,0.9402985074626866
GF_01825,45,45,43,2,14,0.9555555555555556
GF_01826,48,48,48,0,11,1.0
GF_01827,68,68,67,1,17,0.9852941176470589
GF_01828,69,69,66,3,18,0.9565217391304348
GF_01829,68,68,67,1,17,0.9852941176470589
GF_01830,68,68,65,3,19,0.9558823529411765
GF_01831,49,49,49,0,12,1.0
GF_01832,42,42,41,1,9,0.9761904761904762
GF_01833,42,42,41,1,11,0.9761904761904762
GF_01834,121,121,91,30,41,0.7520661157024794
GF_01835,69,69,67,2,18,0.9710144927536232
GF_01836,123,123,69,54,38,0.5609756097560976
GF_01837,83,83,43,40,27,0.5180722891566265
GF_01838,62,62,60,2,17,0.967741935483871
GF_01839,55,55,55,0,14,1.0
GF_01840,89,89,26,63,26,0.29213483146067415
GF_01841,129,129,86,43,45,0.6666666666666666
GF_01842,78,78,69,9,26,0.8846153846153846
GF_01843,49,49,49,0,12,1.0
GF_01844,120,120,87,33,42,0.725
GF_01845,69,69,67,2,18,0.9710144927536232
GF_01846,48,48,48,0,13,1.0
GF_01847,63,63,61,2,19,0.9682539682539683
GF_01848,52,52,52,0,15,1.0
GF_01849,45,45,45,0,10,1.0
GF_01850,91,67,86,5,25,0.945054945054945
GF_01851,49,49,49,0,11,1.0
GF_01852,57,57,56,1,14,0.9824561403508771
GF_01853,52,52,51,1,14,0.9807692307692307
GF_01854,43,43,43,0,12,1.0
GF_01855,54,54,53,1,13,0.9814814814814815
GF_01856,157,157,95,62,54,0.6050955414012739
GF_01857,40,40,37,3,12,0.925
GF_01858,68,68,67,1,17,0.9852941176470589
GF_01859,52,52,52,0,12,1.0
GF_01860,133,133,88,45,41,0.6616541353383458
GF_01861,55,55,53,2,16,0.9636363636363636
GF_01862,70,70,67,3,19,0.9571428571428572
GF_01863,57,57,56,1,14,0.9824561403508771
GF_01864,46,46,46,0,11,1.0
GF_01865,45,45,44,1,10,0.9777777777777777
GF_01866,68,68,57,11,21,0.8382352941176471
GF_01867,41,41,40,1,12,0.975609756097561
GF_01868,74,74,69,5,20,0.9324324324324325
GF_01869,68,68,67,1,17,0.9852941176470589
GF_01870,423,421,109,314,75,0.2576832151300236
GF_01871,44,42,44,0,9,1.0
GF_01872,96,96,66,30,22,0.6875
GF_01873,42,42,42,0,10,1.0
GF_01874,55,53,50,5,18,0.9090909090909091
GF_01875,49,49,47,2,14,0.9591836734693877
GF_01876,49,49,48,1,13,0.9795918367346939
GF_01877,41,41,41,0,8,1.0
GF_01878,63,63,60,3,18,0.9523809523809523
GF_01879,60,60,57,3,19,0.95
GF_01880,46,46,46,0,10,1.0
GF_01881,54,53,53,1,12,0.9814814814814815
GF_01882,73,71,72,1,19,0.9863013698630136
GF_01883,57,57,55,2,14,0.9649122807017544
GF_01884,40,40,40,0,8,1.0
GF_01885,60,60,49,11,20,0.8166666666666667
GF_01886,43,43,42,1,9,0.9767441860465116
GF_01887,40,40,40,0,7,1.0
GF_01888,67,67,64,3,18,0.9552238805970149
GF_01889,69,69,66,3,19,0.9565217391304348
GF_01890,46,46,46,0,10,1.0
GF_01891,66,66,65,1,17,0.9848484848484849
GF_01892,45,45,44,1,9,0.9777777777777777
GF_01893,41,41,41,0,8,1.0
GF_01894,57,57,56,1,13,0.9824561403508771
GF_01895,42,42,42,0,8,1.0
GF_01896,40,40,1,39,7,0.025
GF_01897,92,83,60,32,18,0.6521739130434783
GF_01898,116,116,58,58,33,0.5
GF_01899,426,426,112,314,75,0.26291079812206575
GF_01900,339,339,105,234,69,0.30973451327433627
GF_01901,49,49,9,40,9,0.1836734693877551
GF_01902,90,90,33,57,24,0.36666666666666664
GF_01903,43,43,3,40,11,0.06976744186046512
GF_01904,327,274,155,172,68,0.4740061162079511
GF_01905,43,43,42,1,13,0.9767441860465116
GF_01906,58,58,57,1,16,0.9827586206896551
GF_01907,60,60,59,1,14,0.9833333333333333
GF_01908,52,52,51,1,12,0.9807692307692307
GF_01909,52,52,51,1,12,0.9807692307692307
GF_01910,57,57,56,1,13,0.9824561403508771
GF_01911,50,50,50,0,13,1.0
GF_01912,45,45,44,1,11,0.9777777777777777
GF_01913,43,43,43,0,10,1.0
GF_01914,68,68,67,1,17,0.9852941176470589
GF_01915,60,60,59,1,13,0.9833333333333333
GF_01916,44,44,43,1,11,0.9772727272727273
GF_01917,60,60,59,1,15,0.9833333333333333
GF_01918,68,68,65,3,18,0.9558823529411765
GF_01919,64,64,52,12,21,0.8125
GF_01920,46,46,46,0,11,1.0
GF_01921,57,57,44,13,18,0.7719298245614035
GF_01922,73,69,72,1,18,0.9863013698630136
GF_01923,42,42,5,37,9,0.11904761904761904
GF_01924,48,46,48,0,16,1.0
GF_01925,69,69,13,56,16,0.18840579710144928
GF_01926,247,247,100,147,67,0.4048582995951417
GF_01927,78,78,25,53,27,0.32051282051282054
GF_01928,129,129,27,102,34,0.20930232558139536
GF_01929,83,83,14,69,22,0.1686746987951807
GF_01930,148,148,84,64,40,0.5675675675675675
GF_01931,46,46,0,46,2,0.0
GF_01932,48,48,0,48,4,0.0
GF_01933,79,79,0,79,4,0.0
GF_01934,58,58,0,58,3,0.0
GF_01935,108,108,0,108,4,0.0
GF_01936,153,153,0,153,4,0.0
GF_01937,41,41,0,41,2,0.0
GF_01938,53,53,0,53,2,0.0
GF_01939,51,51,0,51,2,0.0
GF_01940,109,109,0,109,4,0.0
GF_01941,63,63,0,63,4,0.0
GF_01942,53,53,0,53,2,0.0
GF_01943,96,96,0,96,3,0.0
GF_01944,167,167,0,167,4,0.0
GF_01945,427,426,113,314,75,0.2646370023419204
GF_01946,154,154,1,153,5,0.006493506493506494
GF_01947,45,45,0,45,2,0.0
GF_01948,55,55,0,55,2,0.0
GF_01949,55,55,0,55,2,0.0
GF_01950,68,68,0,68,2,0.0
GF_01951,153,153,0,153,4,0.0
GF_01952,50,50,0,50,2,0.0
GF_01953,124,124,0,124,4,0.0
GF_01954,41,41,0,41,3,0.0
GF_01955,88,69,0,88,3,0.0
GF_01956,71,71,0,71,3,0.0
GF_01957,136,136,0,136,4,0.0
GF_01958,73,73,0,73,3,0.0
GF_01959,46,46,0,46,3,0.0
GF_01960,146,146,0,146,4,0.0
GF_01961,45,45,0,45,2,0.0
GF_01962,96,96,0,96,4,0.0
GF_01963,70,70,0,70,3,0.0
GF_01964,54,54,0,54,2,0.0
GF_01965,82,82,0,82,4,0.0
GF_01966,50,50,0,50,3,0.0
GF_01967,44,44,0,44,2,0.0
GF_01968,75,75,0,75,4,0.0
GF_01969,69,69,0,69,3,0.0
GF_01970,52,52,0,52,2,0.0
GF_01971,93,93,0,93,4,0.0
GF_01972,48,48,0,48,2,0.0
GF_01973,68,68,0,68,3,0.0
GF_01974,71,71,0,71,3,0.0
GF_01975,49,49,0,49,2,0.0
GF_01976,75,75,0,75,3,0.0
GF_01977,154,153,0,154,4,0.0
GF_01978,91,91,0,91,3,0.0
GF_01979,72,72,0,72,4,0.0
GF_01980,107,107,0,107,4,0.0
GF_01981,61,61,0,61,4,0.0
GF_01982,83,83,0,83,4,0.0
GF_01983,45,45,0,45,2,0.0
GF_01984,108,108,0,108,4,0.0
GF_01985,81,81,0,81,3,0.0
GF_01986,46,46,0,46,1,0.0
GF_01987,45,42,0,45,2,0.0
GF_01988,105,105,0,105,4,0.0
GF_01989,44,44,0,44,2,0.0
GF_01990,50,50,0,50,2,0.0
GF_01991,42,42,0,42,2,0.0
GF_01992,72,72,0,72,4,0.0
GF_01993,65,65,0,65,4,0.0
GF_01994,49,49,0,49,2,0.0
GF_01995,43,41,0,43,1,0.0
GF_01996,50,50,0,50,2,0.0
GF_01997,55,55,0,55,2,0.0
GF_01998,126,126,0,126,3,0.0
GF_01999,125,125,0,125,4,0.0
GF_02000,66,66,0,66,3,0.0
GF_02001,153,153,0,153,4,0.0
GF_02002,144,143,0,144,4,0.0
GF_02003,71,71,0,71,2,0.0
GF_02004,101,95,0,101,4,0.0
GF_02005,105,105,0,105,4,0.0
GF_02006,43,43,0,43,2,0.0
GF_02007,43,43,0,43,2,0.0
GF_02008,97,97,0,97,4,0.0
GF_02009,48,48,0,48,2,0.0
GF_02010,124,124,0,124,3,0.0
GF_02011,149,149,0,149,4,0.0
GF_02012,153,153,0,153,4,0.0
GF_02013,50,50,0,50,3,0.0
GF_02014,129,129,0,129,4,0.0
GF_02015,49,49,0,49,2,0.0
GF_02016,97,91,0,97,4,0.0
GF_02017,60,60,0,60,3,0.0
GF_02018,93,93,0,93,4,0.0
GF_02019,115,115,0,115,4,0.0
GF_02020,129,129,0,129,3,0.0
GF_02021,47,47,0,47,3,0.0
GF_02022,153,153,0,153,4,0.0
GF_02023,153,153,0,153,4,0.0
GF_02024,43,43,0,43,2,0.0
GF_02025,73,73,0,73,2,0.0
GF_02026,89,89,0,89,2,0.0
GF_02027,153,153,0,153,4,0.0
GF_02028,53,53,0,53,2,0.0
GF_02029,47,47,0,47,2,0.0
GF_02030,82,45,0,82,2,0.0
GF_02031,125,125,0,125,3,0.0
GF_02032,67,67,0,67,4,0.0
GF_02033,40,40,0,40,2,0.0
GF_02034,41,41,0,41,2,0.0
GF_02035,74,74,0,74,3,0.0
GF_02036,47,47,0,47,2,0.0
GF_02037,107,107,0,107,4,0.0
GF_02038,125,125,0,125,4,0.0
GF_02039,69,69,0,69,3,0.0
GF_02040,52,52,0,52,2,0.0
GF_02041,214,214,29,185,26,0.13551401869158877
GF_02042,53,53,0,53,2,0.0
GF_02043,50,50,0,50,2,0.0
GF_02044,61,61,0,61,2,0.0
GF_02045,103,98,0,103,4,0.0
GF_02046,63,63,0,63,3,0.0
GF_02047,58,58,0,58,3,0.0
GF_02048,72,70,0,72,3,0.0
GF_02049,44,44,0,44,2,0.0
GF_02050,49,49,0,49,2,0.0
GF_02051,43,43,0,43,1,0.0
GF_02052,42,42,0,42,1,0.0
GF_02053,58,58,0,58,2,0.0
GF_02054,42,42,0,42,2,0.0
GF_02055,98,98,0,98,4,0.0
GF_02056,67,67,0,67,3,0.0
GF_02057,51,51,0,51,2,0.0
GF_02058,87,87,0,87,4,0.0
GF_02059,52,51,46,6,18,0.8846153846153846
GF_02060,47,45,27,20,15,0.574468085106383
GF_02061,63,63,0,63,2,0.0
GF_02062,46,46,0,46,2,0.0
GF_02063,53,53,0,53,2,0.0
GF_02064,42,42,0,42,3,0.0
GF_02065,102,102,0,102,4,0.0
GF_02066,85,85,0,85,4,0.0
GF_02067,153,153,0,153,4,0.0
GF_02068,67,67,0,67,3,0.0
GF_02069,110,110,76,34,27,0.6909090909090909
GF_02070,147,147,34,113,37,0.23129251700680273
GF_02071,107,107,88,19,41,0.822429906542056
GF_02072,41,41,12,29,22,0.2926829268292683
GF_02073,57,52,6,51,10,0.10526315789473684
GF_02074,54,54,47,7,18,0.8703703703703703
GF_02075,225,225,96,129,64,0.4266666666666667
GF_02076,60,60,8,52,9,0.13333333333333333
GF_02077,53,53,53,0,12,1.0
GF_02078,48,47,47,1,11,0.9791666666666666
GF_02079,47,46,47,0,11,1.0
GF_02080,44,44,44,0,11,1.0
GF_02081,74,74,67,7,24,0.9054054054054054
GF_02082,54,54,54,0,15,1.0
GF_02083,47,47,46,1,10,0.9787234042553191
GF_02084,51,51,11,40,14,0.21568627450980393
GF_02085,53,53,10,43,9,0.18867924528301888
GF_02086,41,41,4,37,10,0.0975609756097561
GF_02087,63,63,58,5,21,0.9206349206349206
GF_02088,43,43,6,37,15,0.13953488372093023
GF_02089,228,228,98,130,60,0.4298245614035088
GF_02090,72,72,68,4,21,0.9444444444444444
GF_02091,120,117,84,36,35,0.7
GF_02092,92,92,27,65,29,0.29347826086956524
GF_02093,111,111,86,25,37,0.7747747747747747
GF_02094,65,65,26,39,18,0.4
GF_02095,57,57,56,1,13,0.9824561403508771
GF_02096,42,42,41,1,12,0.9761904761904762
GF_02097,57,57,56,1,13,0.9824561403508771
GF_02098,59,59,58,1,15,0.9830508474576272
GF_02099,57,57,56,1,13,0.9824561403508771
GF_02100,44,44,44,0,9,1.0
GF_02101,90,90,76,14,29,0.8444444444444444
GF_02102,66,65,65,1,15,0.9848484848484849
GF_02103,57,57,56,1,15,0.9824561403508771
GF_02104,67,67,66,1,16,0.9850746268656716
GF_02105,57,57,56,1,14,0.9824561403508771
GF_02106,62,62,61,1,16,0.9838709677419355
GF_02107,54,54,53,1,13,0.9814814814814815
GF_02108,61,61,59,2,16,0.9672131147540983
GF_02109,66,42,60,6,12,0.9090909090909091
GF_02110,89,88,74,15,28,0.8314606741573034
GF_02111,68,68,64,4,21,0.9411764705882353
GF_02112,45,45,45,0,10,1.0
GF_02113,86,86,68,18,21,0.7906976744186046
GF_02114,41,41,41,0,14,1.0
GF_02115,45,45,44,1,16,0.9777777777777777
GF_02116,51,51,51,0,11,1.0
GF_02117,43,43,42,1,10,0.9767441860465116
GF_02118,42,42,42,0,10,1.0
GF_02119,62,62,61,1,16,0.9838709677419355
GF_02120,61,61,58,3,16,0.9508196721311475
GF_02121,60,60,59,1,13,0.9833333333333333
GF_02122,49,49,30,19,27,0.6122448979591837
GF_02123,51,51,50,1,10,0.9803921568627451
GF_02124,57,57,56,1,15,0.9824561403508771
GF_02125,53,53,53,0,14,1.0
GF_02126,50,50,50,0,13,1.0
GF_02127,52,52,51,1,11,0.9807692307692307
GF_02128,52,52,51,1,12,0.9807692307692307
GF_02129,40,40,40,0,10,1.0
GF_02130,232,232,108,124,67,0.46551724137931033
GF_02131,161,161,88,73,43,0.546583850931677
GF_02132,89,75,10,79,12,0.11235955056179775
GF_02133,44,44,1,43,2,0.022727272727272728
GF_02134,61,61,4,57,8,0.06557377049180328
GF_02135,44,44,1,43,2,0.022727272727272728
GF_02136,260,259,107,153,68,0.4115384615384615
GF_02137,61,61,14,47,12,0.22950819672131148
GF_02138,49,49,12,37,10,0.24489795918367346
GF_02139,56,56,23,33,19,0.4107142857142857
GF_02140,71,71,19,52,25,0.2676056338028169
GF_02141,98,98,76,22,29,0.7755102040816326
GF_02142,63,63,19,44,10,0.30158730158730157
GF_02143,106,106,75,31,29,0.7075471698113207
GF_02144,46,46,1,45,5,0.021739130434782608
GF_02145,300,300,101,199,63,0.33666666666666667
GF_02146,81,81,0,81,3,0.0
GF_02147,161,161,5,156,7,0.031055900621118012
GF_02148,94,94,0,94,4,0.0
GF_02149,99,99,0,99,4,0.0
GF_02150,50,50,50,0,13,1.0
GF_02151,67,67,66,1,17,0.9850746268656716
GF_02152,162,162,70,92,49,0.43209876543209874
GF_02153,65,65,64,1,16,0.9846153846153847
GF_02154,49,49,48,1,12,0.9795918367346939
GF_02155,54,54,51,3,15,0.9444444444444444
GF_02156,63,63,62,1,16,0.9841269841269841
GF_02157,169,169,89,80,47,0.5266272189349113
GF_02158,75,75,65,10,27,0.8666666666666667
GF_02159,65,65,56,9,21,0.8615384615384616
GF_02160,41,41,41,0,8,1.0
GF_02161,55,55,55,0,14,1.0
GF_02162,40,40,40,0,8,1.0
GF_02163,49,49,48,1,9,0.9795918367346939
GF_02164,44,44,44,0,10,1.0
GF_02165,66,66,63,3,19,0.9545454545454546
GF_02166,49,49,49,0,12,1.0
GF_02167,65,65,61,4,19,0.9384615384615385
GF_02168,41,41,37,4,11,0.9024390243902439
GF_02169,69,69,66,3,20,0.9565217391304348
GF_02170,63,63,62,1,16,0.9841269841269841
GF_02171,43,43,43,0,10,1.0
GF_02172,124,114,61,63,38,0.49193548387096775
GF_02173,44,44,44,0,10,1.0
GF_02174,52,52,51,1,14,0.9807692307692307
GF_02175,50,50,50,0,12,1.0
GF_02176,46,46,46,0,11,1.0
GF_02177,58,58,58,0,16,1.0
GF_02178,87,87,68,19,32,0.7816091954022989
GF_02179,56,56,55,1,14,0.9821428571428571
GF_02180,142,142,87,55,42,0.6126760563380281
GF_02181,43,43,42,1,10,0.9767441860465116
GF_02182,53,53,53,0,15,1.0
GF_02183,52,52,52,0,14,1.0
GF_02184,53,49,34,19,23,0.6415094339622641
GF_02185,68,68,67,1,18,0.9852941176470589
GF_02186,62,62,61,1,16,0.9838709677419355
GF_02187,40,40,40,0,9,1.0
GF_02188,42,42,41,1,12,0.9761904761904762
GF_02189,69,69,66,3,19,0.9565217391304348
GF_02190,42,42,42,0,9,1.0
GF_02191,41,41,41,0,9,1.0
GF_02192,81,81,74,7,26,0.9135802469135802
GF_02193,48,48,48,0,11,1.0
GF_02194,60,59,54,6,19,0.9
GF_02195,75,75,0,75,3,0.0
GF_02196,106,106,0,106,4,0.0
GF_02197,55,55,0,55,2,0.0
GF_02198,96,96,0,96,4,0.0
GF_02199,123,123,0,123,4,0.0
GF_02200,119,119,0,119,4,0.0
GF_02201,94,94,0,94,4,0.0
GF_02202,89,89,0,89,4,0.0
GF_02203,106,106,0,106,4,0.0
GF_02204,58,58,0,58,3,0.0
GF_02205,87,86,0,87,4,0.0
GF_02206,153,153,0,153,4,0.0
GF_02207,46,46,0,46,2,0.0
GF_02208,150,150,0,150,4,0.0
GF_02209,126,125,0,126,4,0.0
GF_02210,147,147,0,147,4,0.0
GF_02211,144,144,0,144,4,0.0
GF_02212,100,100,0,100,4,0.0
GF_02213,82,82,0,82,4,0.0
GF_02214,76,76,0,76,4,0.0
GF_02215,55,55,49,6,11,0.8909090909090909
GF_02216,67,66,35,32,22,0.5223880597014925
GF_02217,83,83,65,18,28,0.7831325301204819
GF_02218,179,178,89,90,53,0.4972067039106145
GF_02219,66,66,13,53,16,0.19696969696969696
GF_02220,144,144,77,67,38,0.5347222222222222
GF_02221,85,85,84,1,29,0.9882352941176471
GF_02222,78,78,69,9,22,0.8846153846153846
GF_02223,255,255,103,152,67,0.403921568627451
GF_02224,77,77,61,16,22,0.7922077922077922
GF_02225,83,83,14,69,20,0.1686746987951807
GF_02226,55,53,29,26,28,0.5272727272727272
GF_02227,263,263,109,154,66,0.4144486692015209
GF_02228,57,56,12,45,18,0.21052631578947367
GF_02229,71,71,10,61,17,0.14084507042253522
GF_02230,83,83,57,26,29,0.6867469879518072
GF_02231,121,121,0,121,4,0.0
GF_02232,153,153,0,153,4,0.0
GF_02233,94,94,0,94,4,0.0
GF_02234,107,107,0,107,4,0.0
GF_02235,125,125,0,125,4,0.0
GF_02236,54,54,0,54,4,0.0
GF_02237,60,60,0,60,3,0.0
GF_02238,91,91,0,91,3,0.0
GF_02239,124,120,7,117,16,0.056451612903225805
GF_02240,75,75,0,75,4,0.0
GF_02241,239,239,13,226,26,0.05439330543933055
GF_02242,97,97,0,97,4,0.0
GF_02243,90,90,0,90,4,0.0
GF_02244,153,153,0,153,4,0.0
GF_02245,90,90,0,90,4,0.0
GF_02246,69,69,0,69,4,0.0
GF_02247,97,97,0,97,4,0.0
GF_02248,92,92,0,92,4,0.0
GF_02249,84,84,5,79,9,0.05952380952380952
GF_02250,47,47,0,47,3,0.0
GF_02251,124,124,0,124,4,0.0
GF_02252,153,153,0,153,4,0.0
GF_02253,71,71,0,71,3,0.0
GF_02254,100,100,0,100,4,0.0
GF_02255,149,149,0,149,4,0.0
GF_02256,123,123,0,123,4,0.0
GF_02257,153,153,0,153,4,0.0
GF_02258,83,83,0,83,4,0.0
GF_02259,55,55,0,55,3,0.0
GF_02260,71,71,21,50,19,0.29577464788732394
GF_02261,63,63,55,8,24,0.873015873015873
GF_02262,356,347,104,252,64,0.29213483146067415
GF_02263,185,185,96,89,53,0.518918918918919
GF_02264,247,247,100,147,63,0.4048582995951417
GF_02265,57,57,5,52,19,0.08771929824561403
GF_02266,183,183,97,86,59,0.5300546448087432
GF_02267,151,151,0,151,4,0.0
GF_02268,81,81,0,81,4,0.0
GF_02269,102,100,0,102,4,0.0
GF_02270,76,76,0,76,3,0.0
GF_02271,75,75,0,75,3,0.0
GF_02272,122,122,0,122,4,0.0
GF_02273,153,153,0,153,4,0.0
GF_02274,97,97,0,97,4,0.0
GF_02275,68,68,0,68,3,0.0
GF_02276,72,72,0,72,4,0.0
GF_02277,58,58,0,58,3,0.0
GF_02278,72,72,0,72,3,0.0
GF_02279,98,98,0,98,4,0.0
GF_02280,76,76,0,76,3,0.0
GF_02281,59,59,0,59,2,0.0
GF_02282,152,152,0,152,4,0.0
GF_02283,108,108,0,108,4,0.0
GF_02284,170,170,1,169,6,0.0058823529411764705
GF_02285,51,51,0,51,2,0.0
