gene_family,direction,effect_size,diaz_rate_present,diaz_rate_absent,n_genomes_with_feature,chi2,p_value,importance
GF_00105,Negative,-0.05102974828375287,0.21739130434782608,0.26842105263157895,46,0.3194920445932753,0.5719130675422337,0.01116525142745688
GF_00872,Negative,-0.12461139896373055,0.15,0.27461139896373055,40,2.2967548992077105,0.1296446072993128,0.011068570807689262
GF_01837,Positive,0.316906108398609,0.5180722891566265,0.20116618075801748,83,33.01740492252304,9.133753626734357e-09,0.011062084606024437
GF_01901,Negative,-0.08953607968386293,0.1836734693877551,0.27320954907161804,49,1.3616091454478463,0.24325879724265603,0.010991511473757813
GF_01538,Negative,-0.08313176794552152,0.19480519480519481,0.27793696275071633,77,1.8411043463564174,0.17482156625146095,0.01095624873429676
GF_01823,Positive,0.7239069540859822,0.8695652173913043,0.14565826330532214,69,152.6536288220633,4.560078944725299e-35,0.01094683812137225
GF_00409,Positive,0.5164494766075625,0.6290322580645161,0.11258278145695365,124,118.33876046820107,1.4616580196781355e-27,0.010905762167680709
GF_01230,Positive,0.23566536203522506,0.4178082191780822,0.18214285714285713,146,26.299352057565667,2.9238675327104685e-07,0.010868822324724296
GF_00314,Positive,0.4901730483125831,0.6046511627906976,0.11447811447811448,129,108.99315986376237,1.6284686382409207e-25,0.010845411584793426
GF_01629,Positive,0.37246859779543706,0.5531914893617021,0.18072289156626506,94,50.54095009971837,1.1670410088105188e-12,0.010835336749753979
GF_01818,Positive,0.0346045197740113,0.2916666666666667,0.2570621468926554,72,0.21270534605804942,0.6446551947561174,0.010774017462914327
GF_01812,Positive,0.7546782876185594,0.851063829787234,0.0963855421686747,94,211.42701536634115,6.707125028539876e-48,0.010763857528010557
GF_00395,Positive,0.040960407059945914,0.29473684210526313,0.2537764350453172,95,0.4451714025138281,0.5046369427242897,0.010757786807694536
GF_01338,Positive,0.5508606245239909,0.6831683168316832,0.13230769230769232,101,117.8304920505174,1.8885753705895714e-27,0.010749710438928726
GF_00972,Positive,0.7536127167630058,0.875,0.12138728323699421,80,186.55623058246917,1.7950100144383395e-42,0.010684028512431774
GF_01242,Positive,0.6744324970131421,0.8518518518518519,0.1774193548387097,54,107.22875627097457,3.9663956691021744e-25,0.010643345772662037
GF_00325,Negative,-0.08239171374764595,0.19444444444444445,0.2768361581920904,72,1.6922712264423752,0.19330184195670108,0.01061344002943186
GF_00336,Positive,0.2653891509433962,0.46226415094339623,0.196875,106,27.585763827227694,1.5028078164254076e-07,0.010558461622430876
GF_01375,Positive,0.6649196366177499,0.7592592592592593,0.09433962264150944,108,180.51423030191825,3.742345212606383e-41,0.010462037009611498
GF_00572,Positive,0.7371015445284259,0.8823529411764706,0.1452513966480447,68,156.43590847729783,6.798494827881128e-36,0.010451254005386275
